group,Time_min,AvgActivity
003_N2_RV_OAP,1050,95
003_N2_RV_OAP,1065,100
003_N2_RV_OAP,1080,106
003_N2_RV_OAP,1095,112
003_N2_RV_OAP,1110,105
003_N2_RV_OAP,1125,90
003_N2_RV_OAP,1140,90
003_N2_RV_OAP,1155,98
003_N2_RV_OAP,1170,97
003_N2_RV_OAP,1185,105
003_N2_RV_OAP,1200,95
003_N2_RV_OAP,1215,98
003_N2_RV_OAP,1230,94
003_N2_RV_OAP,1245,85
003_N2_RV_OAP,1260,91
003_N2_RV_OAP,1275,92
003_N2_RV_OAP,1290,97
003_N2_RV_OAP,1305,92
003_N2_RV_OAP,1320,95
003_N2_RV_OAP,1335,100
003_N2_RV_OAP,1350,93
003_N2_RV_OAP,1365,98
003_N2_RV_OAP,1380,100
003_N2_RV_OAP,1395,101
003_N2_RV_OAP,1410,104
003_N2_RV_OAP,1425,96
003_N2_RV_OAP,1440,91
003_N2_RV_OAP,1455,86
003_N2_RV_OAP,1470,93
003_N2_RV_OAP,1485,111
003_N2_RV_OAP,1500,100
003_N2_RV_OAP,1515,109
003_N2_RV_OAP,1530,111
003_N2_RV_OAP,1545,103
003_N2_RV_OAP,1560,98
003_N2_RV_OAP,1575,95
003_N2_RV_OAP,1590,92
003_N2_RV_OAP,1605,85
003_N2_RV_OAP,1620,90
003_N2_RV_OAP,1635,100
003_N2_RV_OAP,1650,88
