group,Time_min,AvgActivity
002_N2_ETOH_OAP,3600,7
002_N2_ETOH_OAP,3615,10
002_N2_ETOH_OAP,3630,8
002_N2_ETOH_OAP,3645,11
002_N2_ETOH_OAP,3660,16
002_N2_ETOH_OAP,3675,18
002_N2_ETOH_OAP,3690,22
002_N2_ETOH_OAP,3705,22
002_N2_ETOH_OAP,3720,20
002_N2_ETOH_OAP,3735,15
002_N2_ETOH_OAP,3750,16
002_N2_ETOH_OAP,3765,21
002_N2_ETOH_OAP,3780,18
002_N2_ETOH_OAP,3795,19
002_N2_ETOH_OAP,3810,22
002_N2_ETOH_OAP,3825,27
002_N2_ETOH_OAP,3840,25
002_N2_ETOH_OAP,3855,23
002_N2_ETOH_OAP,3870,16
002_N2_ETOH_OAP,3885,25
002_N2_ETOH_OAP,3900,20
002_N2_ETOH_OAP,3915,21
002_N2_ETOH_OAP,3930,19
002_N2_ETOH_OAP,3945,15
002_N2_ETOH_OAP,3960,10
002_N2_ETOH_OAP,3975,12
002_N2_ETOH_OAP,3990,11
002_N2_ETOH_OAP,4005,13
002_N2_ETOH_OAP,4020,18
002_N2_ETOH_OAP,4035,15
002_N2_ETOH_OAP,4050,14
002_N2_ETOH_OAP,4065,15
002_N2_ETOH_OAP,4080,14
002_N2_ETOH_OAP,4095,17
002_N2_ETOH_OAP,4110,14
002_N2_ETOH_OAP,4125,13
002_N2_ETOH_OAP,4140,11
002_N2_ETOH_OAP,4155,11
002_N2_ETOH_OAP,4170,11
002_N2_ETOH_OAP,4185,16
002_N2_ETOH_OAP,4200,16
002_N2_ETOH_OAP,4215,18
002_N2_ETOH_OAP,4230,22
002_N2_ETOH_OAP,4245,16
002_N2_ETOH_OAP,4260,18
002_N2_ETOH_OAP,4275,13
002_N2_ETOH_OAP,4290,18
002_N2_ETOH_OAP,4305,12
002_N2_ETOH_OAP,4320,14
002_N2_ETOH_OAP,4335,10
002_N2_ETOH_OAP,4350,10
002_N2_ETOH_OAP,4365,9
002_N2_ETOH_OAP,4380,11
002_N2_ETOH_OAP,4395,16
002_N2_ETOH_OAP,4410,13
002_N2_ETOH_OAP,4425,16
002_N2_ETOH_OAP,4440,17
002_N2_ETOH_OAP,4455,16
002_N2_ETOH_OAP,4470,23
002_N2_ETOH_OAP,4485,20
002_N2_ETOH_OAP,4500,18
002_N2_ETOH_OAP,4515,24
002_N2_ETOH_OAP,4530,26
002_N2_ETOH_OAP,4545,23
002_N2_ETOH_OAP,4560,20
002_N2_ETOH_OAP,4575,17
002_N2_ETOH_OAP,4590,22
002_N2_ETOH_OAP,4605,19
002_N2_ETOH_OAP,4620,12
002_N2_ETOH_OAP,4635,18
002_N2_ETOH_OAP,4650,12
002_N2_ETOH_OAP,4665,16
002_N2_ETOH_OAP,4680,16
002_N2_ETOH_OAP,4695,17
002_N2_ETOH_OAP,4710,14
002_N2_ETOH_OAP,4725,16
002_N2_ETOH_OAP,4740,11
002_N2_ETOH_OAP,4755,6
002_N2_ETOH_OAP,4770,13
002_N2_ETOH_OAP,4785,22
002_N2_ETOH_OAP,4800,14
002_N2_ETOH_OAP,4815,8
002_N2_ETOH_OAP,4830,19
002_N2_ETOH_OAP,4845,12
002_N2_ETOH_OAP,4860,14
002_N2_ETOH_OAP,4875,15
