group,Time_min,AvgActivity
002_N2_ETOH_OAP,2370,130
002_N2_ETOH_OAP,2400,127
002_N2_ETOH_OAP,2430,121
002_N2_ETOH_OAP,2460,148
002_N2_ETOH_OAP,2490,157
002_N2_ETOH_OAP,2520,141
002_N2_ETOH_OAP,2550,143
002_N2_ETOH_OAP,2580,147
002_N2_ETOH_OAP,2610,148
002_N2_ETOH_OAP,2640,126
002_N2_ETOH_OAP,2670,132
002_N2_ETOH_OAP,2700,128
002_N2_ETOH_OAP,2730,98
002_N2_ETOH_OAP,2760,123
002_N2_ETOH_OAP,2790,146
002_N2_ETOH_OAP,2820,137
002_N2_ETOH_OAP,2850,173
002_N2_ETOH_OAP,2880,128
002_N2_ETOH_OAP,2910,125
002_N2_ETOH_OAP,2940,141
002_N2_ETOH_OAP,2970,140
002_N2_ETOH_OAP,3000,133
002_N2_ETOH_OAP,3030,137
002_N2_ETOH_OAP,3060,137
002_N2_ETOH_OAP,3090,125
002_N2_ETOH_OAP,3120,142
002_N2_ETOH_OAP,3150,130
002_N2_ETOH_OAP,3180,115
002_N2_ETOH_OAP,3210,120
002_N2_ETOH_OAP,3240,147
002_N2_ETOH_OAP,3270,140
002_N2_ETOH_OAP,3300,119
002_N2_ETOH_OAP,3330,126
002_N2_ETOH_OAP,3360,119
002_N2_ETOH_OAP,3390,100
002_N2_ETOH_OAP,3420,107
002_N2_ETOH_OAP,3450,119
002_N2_ETOH_OAP,3480,138
002_N2_ETOH_OAP,3510,118
002_N2_ETOH_OAP,3540,127
002_N2_ETOH_OAP,3570,155
002_N2_ETOH_OAP,3600,162
002_N2_ETOH_OAP,3630,137
002_N2_ETOH_OAP,3660,133
002_N2_ETOH_OAP,3690,150
002_N2_ETOH_OAP,3720,154
002_N2_ETOH_OAP,3750,152
002_N2_ETOH_OAP,3780,154
002_N2_ETOH_OAP,3810,152
002_N2_ETOH_OAP,3840,149
002_N2_ETOH_OAP,3870,162
002_N2_ETOH_OAP,3900,138
002_N2_ETOH_OAP,3930,117
002_N2_ETOH_OAP,3960,133
002_N2_ETOH_OAP,3990,134
002_N2_ETOH_OAP,4020,117
002_N2_ETOH_OAP,4050,128
002_N2_ETOH_OAP,4080,147
002_N2_ETOH_OAP,4110,165
002_N2_ETOH_OAP,4140,137
002_N2_ETOH_OAP,4170,136
002_N2_ETOH_OAP,4200,122
002_N2_ETOH_OAP,4230,118
002_N2_ETOH_OAP,4260,102
002_N2_ETOH_OAP,4290,108
002_N2_ETOH_OAP,4320,106
002_N2_ETOH_OAP,4350,124
002_N2_ETOH_OAP,4380,127
002_N2_ETOH_OAP,4410,100
002_N2_ETOH_OAP,4440,106
002_N2_ETOH_OAP,4470,92
002_N2_ETOH_OAP,4500,92
002_N2_ETOH_OAP,4530,102
002_N2_ETOH_OAP,4560,104
002_N2_ETOH_OAP,4590,99
002_N2_ETOH_OAP,4620,82
002_N2_ETOH_OAP,4650,80
002_N2_ETOH_OAP,4680,85
002_N2_ETOH_OAP,4710,84
002_N2_ETOH_OAP,4740,97
002_N2_ETOH_OAP,4770,74
002_N2_ETOH_OAP,4800,77
002_N2_ETOH_OAP,4830,68
002_N2_ETOH_OAP,4860,57
002_N2_ETOH_OAP,4890,53
002_N2_ETOH_OAP,4920,50
002_N2_ETOH_OAP,4950,52
002_N2_ETOH_OAP,4980,65
002_N2_ETOH_OAP,5010,58
002_N2_ETOH_OAP,5040,72
002_N2_ETOH_OAP,5070,62
002_N2_ETOH_OAP,5100,58
002_N2_ETOH_OAP,5130,50
002_N2_ETOH_OAP,5160,72
002_N2_ETOH_OAP,5190,80
002_N2_ETOH_OAP,5220,70
002_N2_ETOH_OAP,5250,65
003_N2_RV_OAP,210,196
003_N2_RV_OAP,240,266
003_N2_RV_OAP,270,233
003_N2_RV_OAP,300,229
003_N2_RV_OAP,330,210
003_N2_RV_OAP,360,216
003_N2_RV_OAP,390,249
003_N2_RV_OAP,420,232
003_N2_RV_OAP,450,250
003_N2_RV_OAP,480,229
003_N2_RV_OAP,510,255
003_N2_RV_OAP,540,224
003_N2_RV_OAP,570,230
003_N2_RV_OAP,600,249
003_N2_RV_OAP,630,248
003_N2_RV_OAP,660,214
003_N2_RV_OAP,690,231
003_N2_RV_OAP,720,242
003_N2_RV_OAP,750,251
003_N2_RV_OAP,780,271
003_N2_RV_OAP,810,253
003_N2_RV_OAP,840,233
003_N2_RV_OAP,870,180
003_N2_RV_OAP,900,222
003_N2_RV_OAP,930,222
003_N2_RV_OAP,960,219
003_N2_RV_OAP,990,235
003_N2_RV_OAP,1020,219
003_N2_RV_OAP,1050,189
003_N2_RV_OAP,1080,181
003_N2_RV_OAP,1110,184
003_N2_RV_OAP,1140,201
003_N2_RV_OAP,1170,190
003_N2_RV_OAP,1200,191
003_N2_RV_OAP,1230,218
003_N2_RV_OAP,1260,207
003_N2_RV_OAP,1290,201
003_N2_RV_OAP,1320,206
003_N2_RV_OAP,1350,191
003_N2_RV_OAP,1380,199
003_N2_RV_OAP,1410,197
003_N2_RV_OAP,1440,196
003_N2_RV_OAP,1470,210
003_N2_RV_OAP,1500,213
003_N2_RV_OAP,1530,220
003_N2_RV_OAP,1560,194
003_N2_RV_OAP,1590,201
003_N2_RV_OAP,1620,183
003_N2_RV_OAP,1650,179
003_N2_RV_OAP,1680,178
003_N2_RV_OAP,1710,172
003_N2_RV_OAP,1740,169
003_N2_RV_OAP,1770,181
003_N2_RV_OAP,1800,191
003_N2_RV_OAP,1830,193
003_N2_RV_OAP,1860,174
003_N2_RV_OAP,1890,176
003_N2_RV_OAP,1920,201
003_N2_RV_OAP,1950,196
003_N2_RV_OAP,1980,181
003_N2_RV_OAP,2010,181
003_N2_RV_OAP,2040,189
003_N2_RV_OAP,2070,205
003_N2_RV_OAP,2100,196
003_N2_RV_OAP,2130,148
003_N2_RV_OAP,2160,173
003_N2_RV_OAP,2190,159
003_N2_RV_OAP,2220,160
003_N2_RV_OAP,2250,190
003_N2_RV_OAP,2280,201
003_N2_RV_OAP,2310,181
003_N2_RV_OAP,2340,172
003_N2_RV_OAP,2370,199
003_N2_RV_OAP,2400,185
003_N2_RV_OAP,2430,190
003_N2_RV_OAP,2460,184
003_N2_RV_OAP,2490,187
003_N2_RV_OAP,2520,198
003_N2_RV_OAP,2550,187
003_N2_RV_OAP,2580,182
003_N2_RV_OAP,2610,175
003_N2_RV_OAP,2640,177
003_N2_RV_OAP,2670,170
003_N2_RV_OAP,2700,158
003_N2_RV_OAP,2730,168
003_N2_RV_OAP,2760,175
003_N2_RV_OAP,2790,176
003_N2_RV_OAP,2820,170
003_N2_RV_OAP,2850,146
003_N2_RV_OAP,2880,134
003_N2_RV_OAP,2910,140
003_N2_RV_OAP,2940,139
003_N2_RV_OAP,2970,143
003_N2_RV_OAP,3000,170
003_N2_RV_OAP,3030,167
003_N2_RV_OAP,3060,168
003_N2_RV_OAP,3090,162
003_N2_RV_OAP,3120,162
003_N2_RV_OAP,3150,159
003_N2_RV_OAP,3180,164
003_N2_RV_OAP,3210,176
003_N2_RV_OAP,3240,179
003_N2_RV_OAP,3270,176
003_N2_RV_OAP,3300,159
003_N2_RV_OAP,3330,151
003_N2_RV_OAP,3360,146
003_N2_RV_OAP,3390,167
003_N2_RV_OAP,3420,170
003_N2_RV_OAP,3450,148
003_N2_RV_OAP,3480,140
003_N2_RV_OAP,3510,121
003_N2_RV_OAP,3540,156
003_N2_RV_OAP,3570,154
003_N2_RV_OAP,3600,144
003_N2_RV_OAP,3630,155
003_N2_RV_OAP,3660,148
003_N2_RV_OAP,3690,160
003_N2_RV_OAP,3720,147
003_N2_RV_OAP,3750,147
003_N2_RV_OAP,3780,162
003_N2_RV_OAP,3810,183
003_N2_RV_OAP,3840,147
003_N2_RV_OAP,3870,153
003_N2_RV_OAP,3900,142
003_N2_RV_OAP,3930,153
003_N2_RV_OAP,3960,149
003_N2_RV_OAP,3990,137
003_N2_RV_OAP,4020,132
003_N2_RV_OAP,4050,113
003_N2_RV_OAP,4080,114
003_N2_RV_OAP,4110,107
003_N2_RV_OAP,4140,115
003_N2_RV_OAP,4170,127
003_N2_RV_OAP,4200,122
003_N2_RV_OAP,4230,130
003_N2_RV_OAP,4260,123
003_N2_RV_OAP,4290,129
003_N2_RV_OAP,4320,128
003_N2_RV_OAP,4350,154
003_N2_RV_OAP,4380,132
003_N2_RV_OAP,4410,151
003_N2_RV_OAP,4440,146
003_N2_RV_OAP,4470,132
003_N2_RV_OAP,4500,134
003_N2_RV_OAP,4530,147
003_N2_RV_OAP,4560,134
003_N2_RV_OAP,4590,118
003_N2_RV_OAP,4620,122
003_N2_RV_OAP,4650,129
003_N2_RV_OAP,4680,139
003_N2_RV_OAP,4710,136
003_N2_RV_OAP,4740,126
003_N2_RV_OAP,4770,137
003_N2_RV_OAP,4800,131
003_N2_RV_OAP,4830,129
003_N2_RV_OAP,4860,124
003_N2_RV_OAP,4890,112
003_N2_RV_OAP,4920,113
003_N2_RV_OAP,4950,118
003_N2_RV_OAP,4980,110
003_N2_RV_OAP,5010,112
003_N2_RV_OAP,5040,121
003_N2_RV_OAP,5070,124
003_N2_RV_OAP,5100,121
003_N2_RV_OAP,5130,132
003_N2_RV_OAP,5160,114
003_N2_RV_OAP,5190,132
003_N2_RV_OAP,5220,135
003_N2_RV_OAP,5250,142
004_N2_YS_OAP,210,224
004_N2_YS_OAP,240,217
004_N2_YS_OAP,270,195
004_N2_YS_OAP,300,191
004_N2_YS_OAP,330,217
004_N2_YS_OAP,360,215
004_N2_YS_OAP,390,229
004_N2_YS_OAP,420,201
004_N2_YS_OAP,450,202
